City_ID,City,Country,Lat,Lng,Max Temp,Cloudiness,Wind Speed,Current Description
361,Romanovo,RU,52.6182,81.2271,49.68,92,8.12,overcast clouds
362,Kasempa,ZM,-13.4584,25.8338,60.12,27,4.29,scattered clouds
363,North Bend,US,43.4065,-124.2243,72.25,75,3.44,broken clouds
364,Blagoyevo,RU,63.3667,47.9167,70.27,53,5.7,broken clouds
365,Bloemfontein,ZA,-29.1211,26.214,54.23,24,4.56,few clouds
366,Ust-Nera,RU,64.5667,143.2,55.63,59,5.91,broken clouds
367,Methoni,GR,36.8197,21.7049,78.66,58,9.91,broken clouds
368,Batagay-Alyta,RU,67.8006,130.4114,43.88,4,9.04,clear sky
369,Taybad,IR,34.74,60.7756,89.71,0,17.07,clear sky
370,Bulolo,PG,-7.2,146.65,67.28,21,1.9,few clouds
371,Kismayo,SO,-0.3582,42.5454,77.61,100,15.55,overcast clouds
372,Staryy Oskol,RU,51.2967,37.8417,64.71,76,6.78,light rain
373,Niamey,NE,13.5137,2.1098,104.29,0,6.91,clear sky
374,Abeche,TD,13.8292,20.8324,95.38,90,11.9,overcast clouds
375,Vuktyl,RU,63.8567,57.3094,69.62,32,6.55,scattered clouds
376,Port Hardy,CA,50.6996,-127.4199,57.38,90,16.11,light rain
377,Leesburg,US,39.1157,-77.5636,74.86,99,1.01,overcast clouds
378,Northam,GB,51.0333,-4.2167,71.13,30,8.81,scattered clouds
379,Erenhot,CN,43.6475,111.9767,75.0,68,5.88,broken clouds
380,Rovaniemi,FI,66.5,25.7167,58.41,90,12.66,moderate rain
381,Chihuahua,MX,28.5,-106.0,90.43,7,6.85,clear sky
382,Eyl,SO,7.9803,49.8164,80.38,100,23.2,overcast clouds
383,Springbok,ZA,-29.6643,17.8865,63.43,99,4.27,overcast clouds
384,Haldibari,IN,26.3333,88.7667,77.14,96,4.79,overcast clouds
385,Mamallapuram,IN,12.6264,80.1722,84.25,100,9.93,overcast clouds
386,Aykhal,RU,66.0,111.5,45.1,100,20.8,light rain
387,Iracoubo,GF,5.4802,-53.2011,81.19,62,7.16,broken clouds
388,Umtata,ZA,-31.5889,28.7844,60.62,72,1.32,broken clouds
389,Fayetteville,US,35.0527,-78.8784,82.54,90,7.0,overcast clouds
390,Ambatondrazaka,MG,-17.8333,48.4167,62.71,93,3.4,overcast clouds
391,Agirish,RU,61.9247,63.0231,66.81,84,5.46,broken clouds
392,Nemuro,JP,43.3236,145.575,52.2,70,18.97,broken clouds
393,Ituacu,BR,-13.8133,-41.2967,87.53,86,6.91,overcast clouds
394,Yonibana,SL,8.4447,-12.245,84.47,82,3.0,light rain
395,San Cataldo,IT,37.4841,13.9854,71.46,70,8.99,broken clouds
396,Gushikawa,JP,26.3544,127.8686,80.6,40,8.05,scattered clouds
397,Vostok,RU,46.4856,135.8833,52.59,6,5.57,clear sky
398,San Isidro,PE,-12.1167,-77.05,70.02,90,8.05,overcast clouds
399,Pechora,RU,65.1472,57.2244,73.72,89,5.82,overcast clouds
400,Kaduna,NG,10.5222,7.4383,72.21,100,7.58,overcast clouds
401,Ballybofey,IE,54.8,-7.7833,62.35,100,6.64,overcast clouds
402,Cidreira,BR,-30.1811,-50.2056,63.19,6,12.35,clear sky
403,Gladstone,AU,-23.85,151.25,51.73,0,6.91,clear sky
404,Cuamba,MZ,-14.8031,36.5372,63.25,6,4.16,clear sky
405,Kudahuvadhoo,MV,2.6708,72.8944,82.63,37,12.21,scattered clouds
406,Chumphon,TH,10.3333,98.8333,74.82,100,5.1,overcast clouds
407,Tuy Hoa,VN,13.0833,109.3,80.76,100,9.26,overcast clouds
408,Buraydah,SA,26.326,43.975,91.09,0,12.44,clear sky
409,Rafai,CF,4.95,23.9167,74.41,100,3.62,overcast clouds
410,Umm Kaddadah,SD,13.6017,26.6876,102.76,81,13.58,broken clouds
411,Hofn,IS,64.2539,-15.2082,44.2,61,10.33,broken clouds
412,Komsomolskiy,UZ,40.4272,71.7189,81.75,100,11.5,overcast clouds
413,Berberati,CF,4.2612,15.7922,70.54,91,4.94,moderate rain
414,Bahir Dar,ET,11.5936,37.3908,72.19,74,9.35,moderate rain
415,Muli,MV,2.9167,73.5667,83.1,40,14.99,scattered clouds
416,Piacabucu,BR,-10.4056,-36.4344,80.96,19,7.63,few clouds
417,Vengurla,IN,15.8667,73.6333,77.41,100,14.25,overcast clouds
418,Honningsvag,NO,70.9821,25.9704,45.52,100,12.77,light rain
419,Isangel,VU,-19.55,169.2667,72.37,88,8.12,overcast clouds
420,Lodja,CD,-3.4833,23.4333,81.19,20,1.7,few clouds
421,Bilma,NE,18.6853,12.9164,105.94,3,9.31,clear sky
422,Bambanglipuro,ID,-7.95,110.2833,57.6,9,5.57,clear sky
423,Kawalu,ID,-7.3817,108.2082,72.57,58,1.28,broken clouds
424,Omboue,GA,-1.5746,9.2618,79.21,91,6.29,overcast clouds
425,Hvolsvollur,IS,63.7533,-20.2243,51.82,98,7.2,overcast clouds
426,Santa Rosa,PH,14.3122,121.1114,82.9,93,2.33,overcast clouds
427,Bardiyah,LY,31.7561,25.0865,73.67,0,10.54,clear sky
428,Denpasar,ID,-8.65,115.2167,78.46,20,6.91,few clouds
429,Muromtsevo,RU,56.3724,75.2418,54.84,100,5.97,overcast clouds
430,Poum,NC,-20.2333,164.0167,74.34,71,13.6,broken clouds
431,Ratnagiri,IN,16.9833,73.3,77.67,100,17.09,light rain
432,Zhanjiang,CN,21.2815,110.3427,80.24,82,14.94,light rain
433,Cockburn Town,TC,21.4612,-71.1419,80.96,54,15.12,broken clouds
434,La Peca,PE,-5.6111,-78.435,78.31,58,3.24,light rain
435,Maniitsoq,GL,65.4167,-52.9,38.35,17,11.7,few clouds
436,Shakhovskaya,RU,56.0283,35.5097,62.46,100,6.02,overcast clouds
437,Nogliki,RU,51.8333,143.1667,41.95,100,13.91,overcast clouds
438,Porto Santo,PT,33.072,-16.3415,75.31,40,16.11,scattered clouds
439,Narok,KE,-1.0783,35.8601,55.76,95,3.62,overcast clouds
440,Makaryev,RU,57.8797,43.8069,64.35,80,5.88,broken clouds
441,Tigil,RU,57.8,158.6667,38.98,2,1.5,clear sky
442,Pevek,RU,69.7008,170.3133,32.18,31,3.83,scattered clouds
443,Port Macquarie,AU,-31.4333,152.9167,44.38,40,0.0,scattered clouds
444,Morgaushi,RU,55.9643,46.7743,64.56,68,7.4,broken clouds
445,Coihueco,CL,-36.6167,-71.8333,52.54,40,3.44,mist
446,Sarangani,PH,5.4033,125.4636,80.69,100,2.53,overcast clouds
447,Pokaran,IN,26.9167,71.9167,96.89,0,25.79,clear sky
448,Gazojak,TM,41.1875,61.4036,90.63,1,11.3,clear sky
449,Zhuzhou,CN,27.8333,113.15,80.73,32,3.94,scattered clouds
450,Brookings,US,44.3114,-96.7984,79.21,1,3.44,clear sky
451,Roma,US,43.2128,-75.4557,77.86,40,5.75,scattered clouds
452,Gizo,SB,-8.103,156.8419,80.42,11,6.2,few clouds
453,San Quintin,MX,30.4833,-115.95,68.79,70,13.42,broken clouds
454,Bondo,CD,3.8146,23.6866,72.57,87,6.55,moderate rain
455,Araouane,ML,18.9048,-3.5265,112.28,6,10.38,clear sky
456,Broken Hill,AU,-31.95,141.4333,50.27,97,4.92,overcast clouds
457,Eyrarbakki,IS,63.863,-21.1481,55.45,98,16.08,overcast clouds
458,Gweta,BW,-20.1833,25.2333,64.36,4,5.84,clear sky
459,San Rafael,AR,-34.6177,-68.3301,71.53,4,7.45,clear sky
460,Geraldton,AU,-28.7667,114.6,55.81,3,10.36,clear sky
461,Strezhevoy,RU,60.7333,77.5889,60.78,100,11.83,light rain
462,Hami,CN,42.8,93.45,75.72,100,4.9,light rain
463,Hammerfest,NO,70.6634,23.6821,48.65,90,4.61,heavy intensity drizzle
464,Port Hawkesbury,CA,45.6169,-61.3485,65.08,90,3.0,overcast clouds
465,Makat,KZ,47.6469,53.3463,77.18,100,4.14,overcast clouds
466,Eldorado,BR,-23.7869,-54.2836,69.21,0,6.08,clear sky
467,Bilibino,RU,68.0546,166.4372,45.75,43,2.1,scattered clouds
468,Cody,US,44.5263,-109.0565,76.62,1,14.97,clear sky
469,Marseille,FR,43.3333,5.5,83.95,52,4.0,broken clouds
470,Riviere-Au-Renard,CA,48.9957,-64.3971,61.09,82,9.15,broken clouds
471,West Fargo,US,46.875,-96.9004,79.02,1,7.0,clear sky
472,Palauig,PH,15.435,119.9045,81.37,100,7.36,overcast clouds
473,Svetlopolyansk,RU,59.4184,52.3605,58.6,92,7.76,overcast clouds
474,La Romana,DO,18.4273,-68.9728,84.56,40,13.8,scattered clouds
475,Wanning,CN,18.8003,110.3967,80.02,100,12.37,overcast clouds
476,Jamalpur,BD,24.9167,89.9333,77.59,100,7.07,light rain
477,Imeni Poliny Osipenko,RU,52.4201,136.4853,47.44,100,11.88,overcast clouds
478,Eureka,US,40.8021,-124.1637,74.19,81,1.01,broken clouds
479,Ciudad Bolivar,VE,8.1222,-63.5497,88.63,66,4.99,broken clouds
480,Krasnoselkup,RU,65.7,82.4667,42.24,95,9.4,overcast clouds
481,Baracoa,CU,20.3467,-74.4958,86.68,34,5.57,scattered clouds
482,Skibbereen,IE,51.55,-9.2667,69.6,9,9.35,clear sky
483,Xingyi,CN,24.1877,102.817,62.89,27,2.08,scattered clouds
484,Cacoal,BR,-11.4386,-61.4472,84.9,70,4.12,broken clouds
485,Tsumeb,NA,-19.2333,17.7167,53.15,33,8.19,scattered clouds
486,Channel-Port Aux Basques,CA,47.5702,-59.1367,49.86,26,7.94,scattered clouds
487,Koulikoro,ML,14.0,-7.75,103.32,20,10.31,few clouds
488,Kruisfontein,ZA,-34.0033,24.7314,57.88,100,2.39,overcast clouds
489,Villa Constitucion,AR,-33.2278,-60.3297,73.36,2,7.29,clear sky
490,Shahrud,IR,36.4182,54.9763,76.17,0,11.16,clear sky
491,Deputatskiy,RU,69.3,139.9,46.29,100,2.44,overcast clouds
492,Hoquiam,US,46.9809,-123.8893,64.42,90,6.91,overcast clouds
493,Dwarka,IN,22.2394,68.9678,85.44,3,19.17,clear sky
494,Kavaratti,IN,10.5669,72.642,83.88,100,20.58,overcast clouds
495,Solnechnyy,RU,50.7214,136.6319,47.82,100,9.08,overcast clouds
496,Oktyabrskoye,RU,43.0645,44.7417,66.34,75,4.47,broken clouds
497,Hambantota,LK,6.1241,81.1185,80.53,75,18.21,broken clouds
498,Abha,SA,18.2164,42.5053,78.62,90,0.0,overcast clouds
499,Muisne,EC,0.6,-80.0333,78.19,94,9.78,overcast clouds
500,Faya,SA,18.3851,42.4509,77.52,75,6.08,broken clouds
501,Opuwo,NA,-18.0607,13.84,67.48,14,8.81,few clouds
502,Guayaramerin,BO,-10.8368,-65.3614,80.65,40,9.22,scattered clouds
503,Salinas,US,36.6777,-121.6555,76.21,1,11.5,clear sky
504,Japura,ID,-0.3167,102.35,75.61,94,2.04,overcast clouds
505,Surt,LY,31.2089,16.5887,74.32,54,12.59,broken clouds
506,Roebourne,AU,-20.7833,117.1333,74.95,96,7.38,overcast clouds
507,Iaciara,BR,-14.0958,-46.6317,89.22,75,4.36,broken clouds
508,Batagay,RU,67.6333,134.6333,49.53,100,1.97,overcast clouds
509,Lahat,ID,-3.8,103.5333,73.13,65,2.53,broken clouds
510,Hastings,GB,50.8552,0.5729,77.27,40,8.05,scattered clouds
511,Katsuura,JP,35.1333,140.3,74.19,100,12.39,overcast clouds
512,Gustavo Diaz Ordaz,MX,26.2333,-98.5833,92.01,100,3.0,overcast clouds
513,Chalchihuites,MX,23.4833,-103.8833,75.85,11,13.94,few clouds
514,Chapais,CA,49.7834,-74.8492,65.98,1,8.7,clear sky
515,Matara,LK,5.9485,80.5353,79.38,65,11.95,broken clouds
516,Lavrentiya,RU,65.5833,-171.0,36.37,100,7.72,light rain
517,Esil,KZ,51.9556,66.4042,62.87,2,9.84,clear sky
518,Olafsvik,IS,64.8945,-23.7142,44.83,77,8.72,broken clouds
519,Yerbogachen,RU,61.2767,108.0108,44.92,53,5.39,broken clouds
520,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,52,0.49,broken clouds
521,Harnosand,SE,62.6323,17.9379,64.4,100,14.67,overcast clouds
522,Zanjan,IR,36.6736,48.4787,67.23,0,7.99,clear sky
523,Brae,GB,60.3964,-1.353,53.51,54,14.76,broken clouds
524,Haines Junction,CA,60.7522,-137.5108,63.43,74,3.67,broken clouds
525,Padang,ID,-0.9492,100.3543,77.95,96,4.14,heavy intensity rain
526,Koson,UZ,39.0375,65.585,82.72,0,9.95,clear sky
527,Pyatovskiy,RU,54.6891,36.0563,68.04,61,4.5,broken clouds
528,Road Town,VG,18.4167,-64.6167,86.04,40,8.05,scattered clouds
529,Havre,FR,49.5833,0.3333,72.57,51,6.11,broken clouds
530,Dese,ET,11.1333,39.6333,64.74,100,3.49,overcast clouds
531,Saint-Joseph,RE,-21.3667,55.6167,71.96,74,13.04,broken clouds
532,Khani,GE,41.9563,42.9566,60.37,99,2.13,light rain
533,Mende,FR,44.6667,3.5,70.3,65,6.69,broken clouds
534,Kamensk-Uralskiy,RU,56.4185,61.9329,58.69,11,5.41,few clouds
535,Naica,MX,27.85,-105.4833,90.7,41,7.54,scattered clouds
536,Panguna,PG,-6.3164,155.4848,64.35,12,2.71,few clouds
537,Abalak,RU,58.1286,68.5944,61.32,96,4.99,overcast clouds
538,Tongliao,CN,43.6125,122.2653,72.14,65,13.67,broken clouds
539,Bay Roberts,CA,47.5999,-53.2648,62.35,30,15.05,scattered clouds
540,Susangerd,IR,31.5608,48.1831,98.62,0,24.72,clear sky
541,Axim,GH,4.8699,-2.2405,82.36,96,6.24,light rain
542,Erzurum,TR,40.0,41.5,56.88,75,5.7,broken clouds
543,Tashla,RU,51.7716,52.7427,66.79,14,4.25,light rain
544,Touros,BR,-5.1989,-35.4608,86.9,21,17.07,few clouds
545,Tomatlan,MX,19.9333,-105.25,91.89,50,6.8,scattered clouds
546,Lata,PT,40.1629,-8.3327,81.48,68,3.94,broken clouds
547,Moulins,FR,46.5,3.3333,81.88,62,5.68,broken clouds
548,Centralia,US,46.7162,-122.9543,65.59,40,5.75,scattered clouds
549,Marshfield,US,44.6689,-90.1718,80.33,1,16.11,clear sky
550,Alofi,NU,-19.0595,-169.9187,71.49,97,14.97,overcast clouds
551,Chebenki,RU,51.9337,55.7077,71.35,50,8.03,light rain
552,Camacha,PT,33.0833,-16.3333,72.54,40,14.97,scattered clouds
553,Ampanihy,MG,-24.7,44.75,68.61,0,5.79,clear sky
554,Lorengau,PG,-2.0226,147.2712,81.75,31,9.37,scattered clouds
555,Inirida,CO,3.8653,-67.9239,71.47,100,1.83,heavy intensity rain
556,Manggar,ID,-2.8833,108.2667,82.47,33,10.36,scattered clouds
557,Jiwani,PK,25.05,61.7417,83.98,20,10.92,few clouds
558,Kodinsk,RU,58.6881,99.1844,47.55,1,4.07,clear sky
559,Hervey Bay,AU,-25.2986,152.8535,49.03,0,7.05,clear sky
560,Parfino,RU,57.9731,31.6481,66.81,15,3.49,few clouds
561,Sturgis,US,41.7992,-85.4192,89.67,1,0.0,clear sky
562,Miyang,CN,24.4042,103.4428,66.65,13,3.31,few clouds
563,Dafeng,CN,23.4517,108.5881,77.5,82,3.31,broken clouds
564,Leshukonskoye,RU,64.8989,45.7622,73.11,93,5.91,overcast clouds
565,Jumla,NP,29.2747,82.1838,61.54,92,2.98,overcast clouds
566,Mahon,ES,39.8885,4.2658,81.16,0,5.75,clear sky
567,Mayo,US,38.8876,-76.5119,76.35,90,4.0,overcast clouds
568,Kiama,AU,-34.6833,150.8667,56.37,1,13.0,clear sky
569,Havelock,US,34.8791,-76.9013,83.01,90,4.0,overcast clouds
570,Huarmey,PE,-10.0681,-78.1522,71.11,31,10.54,scattered clouds
571,Dymer,UA,50.7865,30.3026,73.54,55,6.87,broken clouds
572,Zalantun,CN,48.0,122.7167,62.01,84,5.86,broken clouds
573,Okha,RU,53.5739,142.9478,39.06,100,18.7,light rain
574,Orlik,RU,52.5178,99.825,41.14,100,1.79,overcast clouds
575,Quatre Cocos,MU,-20.2078,57.7625,75.31,59,15.57,broken clouds
576,Jalu,LY,29.0331,21.5482,87.57,0,14.27,clear sky
577,Tiznit,MA,29.5833,-9.5,76.1,2,9.4,clear sky
578,Petropavlovka,RU,50.6114,105.3196,52.29,97,3.06,moderate rain
579,Aklavik,CA,68.2191,-135.0107,56.23,75,9.22,broken clouds
580,Paris,FR,48.8534,2.3488,77.52,90,10.36,overcast clouds
581,Requena,ES,39.4883,-1.1004,77.79,0,14.63,clear sky
582,Tilichiki,RU,60.4667,166.1,44.6,100,4.32,overcast clouds
583,South Venice,US,27.0531,-82.4243,91.06,1,9.22,clear sky
584,Ixtapa,MX,20.7,-105.2,88.83,40,4.61,scattered clouds
585,Nhulunbuy,AU,-12.2333,136.7667,75.81,40,8.05,scattered clouds
586,Gdov,RU,58.7406,27.8122,65.71,90,6.02,overcast clouds
587,Murgab,TM,37.4966,61.9714,87.67,40,6.91,scattered clouds
588,Rocky Mount,US,35.9382,-77.7905,78.71,90,8.05,overcast clouds
589,Byron Bay,AU,-28.65,153.6167,52.72,0,6.42,clear sky
590,Caconda,AO,-13.7333,15.0667,62.01,3,4.61,clear sky
591,Khudumelapye,BW,-23.8833,24.75,60.3,17,2.68,few clouds
592,Quang Ngai,VN,15.1167,108.8,78.87,100,7.02,overcast clouds
593,Ogdensburg,US,44.6942,-75.4863,79.5,1,5.75,clear sky
594,Buenos Aires,AR,-34.6132,-58.3772,71.49,0,8.05,clear sky
595,Liverpool,GB,53.4106,-2.9779,67.28,0,8.01,clear sky
596,Ayan,RU,56.45,138.1667,44.65,95,3.44,overcast clouds
597,Coria,ES,39.9879,-6.5377,88.54,67,6.73,light rain
598,Mwinilunga,ZM,-11.7358,24.4293,59.95,16,5.35,few clouds
599,Gilgit,PK,35.9221,74.3087,79.7,31,4.52,scattered clouds
600,Aguimes,ES,27.9054,-15.4461,75.87,20,32.21,few clouds
601,Carutapera,BR,-1.195,-46.02,80.22,96,7.87,light rain
602,Nishihara,JP,26.1842,127.7558,80.65,40,8.05,scattered clouds
603,Henties Bay,NA,-22.116,14.2845,61.86,15,8.23,few clouds
604,Platteville,US,42.7342,-90.4785,84.24,40,13.8,scattered clouds
605,Mount Pleasant,US,32.7941,-79.8626,90.18,90,6.91,overcast clouds
606,Shiyan,CN,32.6475,110.7781,73.53,98,0.76,overcast clouds
607,Cabot,US,34.9745,-92.0165,92.8,1,5.75,clear sky
608,Ambon,ID,-3.6954,128.1814,78.94,40,6.91,scattered clouds
609,Chistogorskiy,RU,53.9835,87.3843,51.87,90,2.93,overcast clouds
610,Suntar,RU,62.1444,117.6319,44.19,6,4.92,clear sky
611,Makokou,GA,0.5738,12.8642,73.44,92,3.62,moderate rain
612,Arlit,NE,18.7369,7.3853,109.36,25,6.62,scattered clouds
613,Altay,CN,47.8667,88.1167,54.1,60,7.23,broken clouds
614,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,100,10.83,overcast clouds
615,Poltava,UA,49.5937,34.5407,65.41,89,4.94,overcast clouds
616,Worcester,US,42.3334,-71.8328,71.67,40,3.0,scattered clouds
617,Ljungby,SE,56.8332,13.9408,63.16,10,17.05,clear sky
618,Belyy Yar,RU,53.6039,91.3903,53.49,0,2.24,clear sky
619,Stornoway,GB,58.2093,-6.3865,57.92,90,14.97,overcast clouds
620,Vero Beach,US,27.6386,-80.3973,94.03,75,3.0,broken clouds
621,Luanda,AO,-8.8368,13.2343,76.1,24,13.42,few clouds
622,Madang,PG,-5.2246,145.7966,76.35,28,1.77,scattered clouds
623,Marienburg,PL,54.0359,19.0266,64.87,100,12.66,overcast clouds
624,Houston,US,29.7633,-95.3633,93.33,75,1.01,broken clouds
625,Lufilufi,WS,-13.8745,-171.5986,80.22,46,20.6,light rain
626,Pandan,PH,14.0453,124.1694,79.38,100,4.43,overcast clouds
627,Hasaki,JP,35.7333,140.8333,68.4,87,12.24,overcast clouds
628,Evinayong,GQ,1.4368,10.5512,70.43,79,2.73,moderate rain
629,Jieshi,CN,22.8134,115.8257,81.95,71,4.83,broken clouds
630,Marzuq,YE,14.4,46.4667,87.87,42,3.58,scattered clouds
631,Yining,CN,29.0361,114.5636,75.78,84,2.24,broken clouds
632,Gallipoli,TR,40.4103,26.6708,76.86,35,5.21,scattered clouds
633,Basco,PH,20.4487,121.9702,84.25,98,10.25,overcast clouds
634,Broome,US,42.2506,-75.833,75.06,90,1.01,overcast clouds
635,Dunedin,NZ,-45.8742,170.5036,48.79,98,5.99,overcast clouds
636,Darnah,LY,32.767,22.6367,72.95,0,14.43,clear sky
637,Kyrnasivka,UA,48.5955,28.979,66.56,69,5.79,broken clouds
638,Challapata,BO,-18.9,-66.7667,45.39,0,7.34,clear sky
639,Qaqortoq,GL,60.7167,-46.0333,55.9,55,8.68,broken clouds
640,Shubarkuduk,KZ,49.1447,56.4872,69.44,98,8.97,overcast clouds
641,Jardim,BR,-21.4803,-56.1381,77.56,0,3.67,clear sky
642,Turayf,SA,31.6725,38.6637,86.61,0,11.65,clear sky
643,Naze,JP,28.3667,129.4833,74.55,99,6.73,overcast clouds
644,Wad Rawah,SD,15.1603,33.1397,105.12,71,1.86,broken clouds
645,Twin Falls,US,42.3505,-114.6445,70.14,1,12.66,clear sky
646,Srandakan,ID,-7.9386,110.2506,57.72,9,5.61,clear sky
647,Bako,ET,5.7833,36.5667,67.53,66,4.07,light rain
648,Chebsara,RU,59.2002,38.8356,67.33,100,3.89,overcast clouds
649,Kirs,RU,59.3388,52.2447,58.98,93,7.92,overcast clouds
650,Kosh-Agach,RU,50.0,88.6667,42.26,60,7.38,broken clouds
651,Missoula,US,47.0166,-113.8009,51.53,66,8.55,broken clouds
652,Callaguip,PH,18.0714,120.4867,82.24,100,3.67,overcast clouds
653,George,ZA,-33.963,22.4617,54.95,0,4.61,clear sky
654,Rio Gallegos,AR,-51.6226,-69.2181,42.85,20,32.21,few clouds
655,Mitsamiouli,KM,-11.3847,43.2844,77.68,6,15.48,clear sky
656,Pucallpa,PE,-8.3791,-74.5539,75.24,75,13.8,broken clouds
657,Qujing,CN,25.4833,103.7833,61.86,89,3.94,overcast clouds
658,Balkhash,KZ,46.844,74.9804,66.42,1,20.56,clear sky
659,Selyatino,RU,55.5151,36.9775,69.4,0,4.47,clear sky
660,Seydisehir,TR,37.4193,31.8453,62.15,57,3.98,broken clouds
661,Batemans Bay,AU,-35.7167,150.1833,50.92,22,6.69,few clouds
662,Hay River,CA,60.8156,-115.7999,64.38,75,6.91,light rain
663,Semey,KZ,50.4111,80.2275,55.4,87,6.4,overcast clouds
664,Chifeng,CN,42.2683,118.9636,74.28,11,3.18,few clouds
665,Urucui,BR,-7.2294,-44.5561,98.69,69,2.17,broken clouds
666,Ballina,AU,-28.8667,153.5667,52.79,1,8.32,clear sky
667,Barra Patuca,HN,15.8,-84.2833,80.78,100,7.27,overcast clouds
668,Luena,AO,-11.7833,19.9167,60.78,0,4.61,clear sky
669,Tokmak,UA,47.2514,35.7058,68.23,59,5.77,broken clouds
670,Escanaba,US,45.7453,-87.0646,76.68,90,3.44,overcast clouds
671,Durban,ZA,-29.8579,31.0292,69.03,15,3.0,few clouds
672,Tiksi,RU,71.6872,128.8694,43.56,67,11.56,broken clouds
673,Salina Cruz,MX,16.1667,-95.2,83.03,100,7.47,overcast clouds
674,Emerald,AU,-23.5333,148.1667,54.48,0,5.59,clear sky
675,Evensk,RU,61.95,159.2333,46.6,9,7.05,clear sky
676,Brownsville,US,25.9018,-97.4975,91.9,40,3.0,scattered clouds
677,Nongan,CN,44.382,125.1685,73.81,99,10.69,overcast clouds
678,Barra Do Garcas,BR,-15.89,-52.2567,86.58,0,0.0,clear sky
679,Husavik,IS,66.0449,-17.3389,46.31,29,3.8,scattered clouds
680,Le Vauclin,MQ,14.5452,-60.8388,86.13,75,8.05,broken clouds
681,Biscarrosse,FR,44.3945,-1.1672,88.03,0,8.05,clear sky
682,Shache,CN,38.4167,77.2406,70.23,83,19.69,light rain
683,Otuzco,PE,-7.9,-78.5833,34.12,26,6.29,light rain
684,Independence,US,39.0911,-94.4155,85.48,1,3.0,clear sky
685,Pimenta Bueno,BR,-11.6725,-61.1936,87.15,70,3.4,broken clouds
686,Cabinda,AO,-5.55,12.2,77.77,66,6.78,broken clouds
687,Soria,ES,41.6667,-2.6667,76.86,5,12.68,clear sky
688,Rio Cuarto,AR,-33.1307,-64.3499,73.83,2,10.94,clear sky
689,Imbituba,BR,-28.24,-48.6703,66.09,1,4.16,clear sky
690,Richards Bay,ZA,-28.783,32.0377,66.7,0,9.42,clear sky
691,Valleyview,CA,55.0667,-117.2859,62.64,100,8.05,overcast clouds
692,Umm Lajj,SA,25.0213,37.2685,90.77,1,15.61,clear sky
693,Acapulco,MX,16.8634,-99.8901,78.62,90,2.3,overcast clouds
694,La Ronge,CA,55.1001,-105.2842,63.12,99,10.0,overcast clouds
695,Neuquen,AR,-38.9516,-68.0591,71.49,0,3.44,clear sky
696,Tura,IN,25.5198,90.2201,73.98,100,2.77,overcast clouds
697,Ambositra,MG,-20.5167,47.25,56.17,84,2.77,broken clouds
698,Tessalit,ML,20.1986,1.0114,109.87,21,13.18,few clouds
699,Mailsi,PK,29.8003,72.1758,103.28,0,4.47,clear sky
700,Trapani,IT,37.8333,12.6667,80.35,20,10.36,few clouds
701,Palmer,US,42.1584,-72.3287,72.21,75,3.0,broken clouds
702,Andenes,NO,69.3143,16.1194,53.08,20,6.91,few clouds
703,Stanovoye,RU,52.7638,38.3582,63.95,92,5.39,overcast clouds
704,Gweru,ZW,-19.45,29.8167,52.75,0,5.88,clear sky
705,Mae Hong Son,TH,19.3003,97.9685,73.8,96,2.17,overcast clouds
706,Hamilton,US,39.1834,-84.5333,89.6,20,3.0,few clouds
707,Kahului,US,20.8947,-156.47,75.22,40,9.22,scattered clouds
708,Neryungri,RU,56.6709,124.6491,44.22,100,4.92,light rain
709,Nagato,JP,34.3833,131.2,71.51,100,13.91,overcast clouds
