City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
628,Evinayong,GQ,70.43,moderate rain,1.4368,10.5512,Hotel Don Patricio
629,Jieshi,CN,81.95,broken clouds,22.8134,115.8257,Yuehai Hotel
631,Yining,CN,75.78,broken clouds,29.0361,114.5636,Xiushui Hotel
632,Gallipoli,TR,76.86,scattered clouds,40.4103,26.6708,Oya Hotel
633,Basco,PH,84.25,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
634,Broome,US,75.06,overcast clouds,42.2506,-75.833,Chenango Valley State Park
636,Darnah,LY,72.95,clear sky,32.766999999999996,22.6367,فندق الفردوس
641,Jardim,BR,77.56,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
642,Turayf,SA,86.61,clear sky,31.6725,38.6637,Turaif
643,Naze,JP,74.55,overcast clouds,28.3667,129.4833,奄美ポートタワーホテル
652,Callaguip,PH,82.24,overcast clouds,18.0714,120.4867,Pangil Beach Resort
655,Mitsamiouli,KM,77.68,clear sky,-11.3847,43.2844,Foyer ADM
656,Pucallpa,PE,75.24,broken clouds,-8.3791,-74.5539,Hospedaje Komby
664,Chifeng,CN,74.28,few clouds,42.2683,118.9636,Junyu Tiancheng Hotel
670,Escanaba,US,76.68,overcast clouds,45.7453,-87.0646,Sunset Lodge
673,Salina Cruz,MX,83.03,overcast clouds,16.1667,-95.2,Amerik HOTEL
676,Brownsville,US,91.9,scattered clouds,25.9018,-97.4975,University Inn & Suites
677,Nongan,CN,73.81,overcast clouds,44.382,125.1685,Quanhu Resort
678,Barra Do Garcas,BR,86.58,clear sky,-15.89,-52.2567,Hotel Pousada Tropical
680,Le Vauclin,MQ,86.13,broken clouds,14.5452,-60.8388,Hôtel Cap Macabou
681,Biscarrosse,FR,88.03,clear sky,44.3945,-1.1672,Saint Hubert
682,Shache,CN,70.23,light rain,38.4167,77.2406,Delong Hotel
684,Independence,US,85.48,clear sky,39.0911,-94.4155,Higher Ground Hotel
685,Pimenta Bueno,BR,87.15,broken clouds,-11.6725,-61.1936,Cristalina Palace Hotel
686,Cabinda,AO,77.77,broken clouds,-5.55,12.2,Hotel Maiombe
687,Soria,ES,76.86,clear sky,41.6667,-2.6667,Casa Rural Sierra de Inodejo
688,Rio Cuarto,AR,73.83,clear sky,-33.1307,-64.3499,Grand Hotel Río Cuarto
692,Umm Lajj,SA,90.77,clear sky,25.0213,37.2685,Moon light Furnished Units
693,Acapulco,MX,78.62,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
695,Neuquen,AR,71.49,clear sky,-38.9516,-68.0591,Hotel del Comahue
696,Tura,IN,73.98,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
701,Palmer,US,72.21,broken clouds,42.1584,-72.3287,Wedgewood Motel
705,Mae Hong Son,TH,73.8,overcast clouds,19.3003,97.9685,Baiyoke Chalet Hotel
706,Hamilton,US,89.6,few clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
707,Kahului,US,75.22,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
709,Nagato,JP,71.51,overcast clouds,34.3833,131.2,いそう庵
